timestamp,src_ip,dst_ip,dst_port,protocol,bytes,status,duration_ms
2024-01-15 00:47:31.485712,192.168.1.28,10.0.31.60,443,TCP,1335,SUCCESS,179
2024-01-15 00:51:38.806928,192.168.1.1,10.0.77.150,993,TCP,1301,SUCCESS,26
2024-01-15 00:53:05.238420,192.168.1.49,10.0.120.9,3389,TCP,976,SUCCESS,59
2024-01-15 00:59:06.797474,192.168.1.15,10.0.88.5,8443,TCP,1501,SUCCESS,54
2024-01-15 01:01:10.116273,192.168.1.24,10.0.120.9,21,TCP,557,SUCCESS,1
2024-01-15 01:03:15.016274,192.168.1.42,10.0.77.150,443,TCP,1196,SUCCESS,45
2024-01-15 01:03:50.493227,192.168.1.2,10.0.31.60,5432,TCP,910,SUCCESS,47
2024-01-15 01:04:02.641181,192.168.1.3,10.0.7.88,443,TCP,4256,SUCCESS,76
2024-01-15 01:04:09.165066,192.168.1.49,10.0.200.4,3389,TCP,3074,SUCCESS,177
2024-01-15 01:12:04.143828,192.168.1.20,10.0.44.1,587,TCP,804,SUCCESS,117
2024-01-15 01:13:12.782584,192.168.1.5,10.0.11.11,587,TCP,2471,SUCCESS,261
2024-01-15 01:16:42.518150,192.168.1.32,10.0.55.17,5432,TCP,1574,SUCCESS,171
2024-01-15 01:25:51.784257,192.168.1.28,10.0.44.1,3306,TCP,5242,SUCCESS,66
2024-01-15 01:26:17.160302,192.168.1.34,10.0.99.33,443,TCP,679,SUCCESS,44
2024-01-15 01:28:22.702595,192.168.1.27,10.0.55.17,443,TCP,1058,SUCCESS,88
2024-01-15 01:30:27.586375,192.168.1.13,10.0.3.200,8080,TCP,1516,SUCCESS,9
2024-01-15 01:32:21.764508,192.168.1.34,10.0.14.22,25,TCP,746,SUCCESS,520
2024-01-15 01:36:23.738103,192.168.1.14,10.0.200.4,3389,TCP,473,SUCCESS,238
2024-01-15 01:39:35.102962,192.168.1.36,10.0.3.200,53,UDP,2782,SUCCESS,9
2024-01-15 01:43:41.568918,192.168.1.7,10.0.55.17,21,TCP,813,SUCCESS,85
2024-01-15 01:52:40.834557,192.168.1.6,10.0.88.5,993,TCP,2021,SUCCESS,202
2024-01-15 01:56:07.851266,192.168.1.37,10.0.31.60,3306,TCP,575,SUCCESS,98
2024-01-15 02:00:34.810919,192.168.1.5,10.0.11.11,22,TCP,269,SUCCESS,92
2024-01-15 02:02:30.583889,192.168.1.24,10.0.14.22,8080,TCP,622,SUCCESS,107
2024-01-15 02:02:38.712342,192.168.1.22,10.0.3.200,587,TCP,2326,SUCCESS,156
2024-01-15 02:03:39.447257,192.168.1.21,10.0.14.22,80,TCP,543,SUCCESS,31
2024-01-15 02:04:48.401275,192.168.1.12,10.0.88.5,25,TCP,1474,SUCCESS,1
2024-01-15 02:09:27.888596,192.168.1.35,10.0.11.11,53,UDP,160,SUCCESS,40
2024-01-15 02:09:41.695115,192.168.1.29,10.0.200.4,993,TCP,4459,SUCCESS,120
2024-01-15 02:11:23.632322,192.168.1.14,10.0.14.22,25,TCP,2888,SUCCESS,271
2024-01-15 02:15:54.721493,192.168.1.23,10.0.88.5,21,TCP,1017,SUCCESS,34
2024-01-15 02:17:59.989487,192.168.1.21,10.0.88.5,80,TCP,1642,SUCCESS,145
2024-01-15 02:18:51.061906,192.168.1.17,10.0.44.1,22,TCP,933,SUCCESS,87
2024-01-15 02:21:00.186153,192.168.1.50,203.0.113.50,443,TCP,26813,SUCCESS,154
2024-01-15 02:21:05.873901,192.168.1.50,203.0.113.50,443,TCP,40110,SUCCESS,308
2024-01-15 02:21:07.531981,192.168.1.50,203.0.113.50,443,TCP,40709,SUCCESS,111
2024-01-15 02:21:43.769268,192.168.1.50,203.0.113.50,443,TCP,10517,SUCCESS,107
2024-01-15 02:21:46.705809,192.168.1.50,203.0.113.50,443,TCP,36463,SUCCESS,5
2024-01-15 02:22:03.605198,192.168.1.50,203.0.113.50,443,TCP,12962,SUCCESS,44
2024-01-15 02:22:06.305434,192.168.1.50,203.0.113.50,443,TCP,35378,SUCCESS,114
2024-01-15 02:22:37.698384,192.168.1.50,203.0.113.50,443,TCP,29808,SUCCESS,369
2024-01-15 02:22:39.378893,192.168.1.50,203.0.113.50,443,TCP,1829,SUCCESS,147
2024-01-15 02:22:59.074899,192.168.1.50,203.0.113.50,443,TCP,23148,SUCCESS,146
2024-01-15 02:23:01.795427,192.168.1.50,203.0.113.50,443,TCP,37251,SUCCESS,154
2024-01-15 02:23:03.550564,192.168.1.50,203.0.113.50,443,TCP,15206,SUCCESS,41
2024-01-15 02:23:11.543571,192.168.1.50,203.0.113.50,443,TCP,24505,SUCCESS,391
2024-01-15 02:23:21.771372,192.168.1.50,203.0.113.50,443,TCP,15224,SUCCESS,352
2024-01-15 02:23:36.986848,192.168.1.50,203.0.113.50,443,TCP,22785,SUCCESS,298
2024-01-15 02:23:47.541209,192.168.1.50,203.0.113.50,443,TCP,13992,SUCCESS,3
2024-01-15 02:24:00.774519,192.168.1.50,203.0.113.50,443,TCP,34625,SUCCESS,6
2024-01-15 02:24:06.316337,192.168.1.50,203.0.113.50,443,TCP,33927,SUCCESS,706
2024-01-15 02:24:19.145627,192.168.1.50,203.0.113.50,443,TCP,48307,SUCCESS,331
2024-01-15 02:24:20.623841,192.168.1.50,203.0.113.50,443,TCP,41954,SUCCESS,268
2024-01-15 02:24:23.984877,192.168.1.50,203.0.113.50,443,TCP,24131,SUCCESS,144
2024-01-15 02:24:37.406195,192.168.1.50,203.0.113.50,443,TCP,41941,SUCCESS,261
2024-01-15 02:24:39.972724,192.168.1.50,203.0.113.50,443,TCP,9567,SUCCESS,82
2024-01-15 02:24:40.979052,192.168.1.50,203.0.113.50,443,TCP,38936,SUCCESS,186
2024-01-15 02:24:42.450372,192.168.1.50,203.0.113.50,443,TCP,47077,SUCCESS,30
2024-01-15 02:24:45.521240,192.168.1.50,203.0.113.50,443,TCP,43111,SUCCESS,405
2024-01-15 02:24:48.845278,192.168.1.50,203.0.113.50,443,TCP,44098,SUCCESS,173
2024-01-15 02:24:50.253962,192.168.1.50,203.0.113.50,443,TCP,7080,SUCCESS,108
2024-01-15 02:24:52.126131,192.168.1.50,203.0.113.50,443,TCP,20278,SUCCESS,28
2024-01-15 02:24:55.577516,192.168.1.50,203.0.113.50,443,TCP,4487,SUCCESS,163
2024-01-15 02:25:00.288911,192.168.1.50,203.0.113.50,443,TCP,2111,SUCCESS,534
2024-01-15 02:25:10.409549,192.168.1.50,203.0.113.50,443,TCP,46385,SUCCESS,87
2024-01-15 02:25:38.206378,192.168.1.50,203.0.113.50,443,TCP,13484,SUCCESS,133
2024-01-15 02:25:56.245415,192.168.1.50,203.0.113.50,443,TCP,21469,SUCCESS,285
2024-01-15 02:26:07.494919,192.168.1.50,203.0.113.50,443,TCP,17427,SUCCESS,0
2024-01-15 02:26:07.654235,192.168.1.50,203.0.113.50,443,TCP,5279,SUCCESS,520
2024-01-15 02:26:08.736934,192.168.1.50,203.0.113.50,443,TCP,25697,SUCCESS,230
2024-01-15 02:26:11.947506,192.168.1.50,203.0.113.50,443,TCP,26316,SUCCESS,188
2024-01-15 02:26:23.188225,192.168.1.50,203.0.113.50,443,TCP,11323,SUCCESS,362
2024-01-15 02:26:26.069402,192.168.1.50,203.0.113.50,443,TCP,30098,SUCCESS,101
2024-01-15 02:26:26.455672,192.168.1.50,203.0.113.50,443,TCP,23477,SUCCESS,798
2024-01-15 02:26:29.185304,192.168.1.50,203.0.113.50,443,TCP,23324,SUCCESS,90
2024-01-15 02:26:35.557922,192.168.1.50,203.0.113.50,443,TCP,36866,SUCCESS,8
2024-01-15 02:26:37.778153,192.168.1.50,203.0.113.50,443,TCP,10766,SUCCESS,13
2024-01-15 02:26:37.927393,192.168.1.50,203.0.113.50,443,TCP,14943,SUCCESS,171
2024-01-15 02:26:38.394098,192.168.1.50,203.0.113.50,443,TCP,12288,SUCCESS,173
2024-01-15 02:26:55.008772,192.168.1.28,10.0.3.200,53,UDP,880,SUCCESS,63
2024-01-15 02:26:56.360156,192.168.1.50,203.0.113.50,443,TCP,31879,SUCCESS,325
2024-01-15 02:26:56.540634,192.168.1.50,203.0.113.50,443,TCP,34113,SUCCESS,107
2024-01-15 02:27:05.017906,192.168.1.50,203.0.113.50,443,TCP,31848,SUCCESS,224
2024-01-15 02:27:15.554391,192.168.1.50,203.0.113.50,443,TCP,29914,SUCCESS,117
2024-01-15 02:27:35.601278,192.168.1.50,203.0.113.50,443,TCP,28961,SUCCESS,431
2024-01-15 02:27:35.972373,192.168.1.50,203.0.113.50,443,TCP,1852,SUCCESS,103
2024-01-15 02:27:39.899851,192.168.1.50,203.0.113.50,443,TCP,23947,SUCCESS,395
2024-01-15 02:28:11.188319,192.168.1.50,203.0.113.50,443,TCP,7038,SUCCESS,234
2024-01-15 02:28:18.041057,192.168.1.50,203.0.113.50,443,TCP,22889,SUCCESS,90
2024-01-15 02:28:35.284951,192.168.1.50,203.0.113.50,443,TCP,37714,SUCCESS,43
2024-01-15 02:28:52.890305,192.168.1.26,10.0.14.22,22,TCP,2739,SUCCESS,195
2024-01-15 02:28:58.556886,192.168.1.50,203.0.113.50,443,TCP,16089,SUCCESS,65
2024-01-15 02:28:58.734269,192.168.1.50,203.0.113.50,443,TCP,44895,SUCCESS,625
2024-01-15 02:29:10.591717,192.168.1.50,203.0.113.50,443,TCP,22551,SUCCESS,295
2024-01-15 02:29:25.550567,192.168.1.50,203.0.113.50,443,TCP,19832,SUCCESS,268
2024-01-15 02:29:27.965381,192.168.1.50,203.0.113.50,443,TCP,25876,SUCCESS,235
2024-01-15 02:29:29.847980,192.168.1.50,203.0.113.50,443,TCP,18860,SUCCESS,897
2024-01-15 02:29:30.449661,192.168.1.50,203.0.113.50,443,TCP,25560,SUCCESS,54
2024-01-15 02:29:50.394307,192.168.1.50,203.0.113.50,443,TCP,20913,SUCCESS,262
2024-01-15 02:29:56.465609,192.168.1.50,203.0.113.50,443,TCP,11984,SUCCESS,88
2024-01-15 02:30:10.261379,192.168.1.34,10.0.3.200,80,TCP,790,SUCCESS,66
2024-01-15 02:33:01.171125,192.168.1.4,10.0.77.150,5432,TCP,488,SUCCESS,318
2024-01-15 02:33:16.568217,192.168.1.43,10.0.88.5,22,TCP,1164,SUCCESS,6
2024-01-15 02:33:54.816926,192.168.1.21,10.0.120.9,21,TCP,720,SUCCESS,49
2024-01-15 02:35:40.268953,192.168.1.40,10.0.88.5,8443,TCP,266,SUCCESS,15
2024-01-15 02:36:17.387377,192.168.1.46,10.0.7.88,21,TCP,904,SUCCESS,18
2024-01-15 02:50:04.542072,192.168.1.38,10.0.200.4,22,TCP,407,SUCCESS,4
2024-01-15 02:50:45.973368,192.168.1.6,10.0.77.150,8443,TCP,3438,SUCCESS,32
2024-01-15 02:51:10.486135,192.168.1.33,10.0.99.33,53,UDP,1482,SUCCESS,80
2024-01-15 02:51:42.549127,192.168.1.26,10.0.88.5,25,TCP,1423,SUCCESS,85
2024-01-15 02:52:28.149435,192.168.1.5,10.0.99.33,3389,TCP,1567,SUCCESS,169
2024-01-15 02:53:22.965745,192.168.1.48,10.0.200.4,22,TCP,12877,SUCCESS,39
2024-01-15 02:57:26.343507,192.168.1.36,10.0.77.150,993,TCP,1208,SUCCESS,197
2024-01-15 02:58:08.386526,192.168.1.49,10.0.55.17,22,TCP,663,SUCCESS,198
2024-01-15 02:59:07.111838,192.168.1.17,10.0.99.33,53,UDP,1523,SUCCESS,24
2024-01-15 02:59:14.039029,192.168.1.42,10.0.200.4,80,TCP,1067,SUCCESS,4
2024-01-15 02:59:54.435987,192.168.1.7,10.0.88.5,5432,TCP,1418,SUCCESS,393
2024-01-15 03:06:29.144255,192.168.1.3,10.0.99.33,21,TCP,794,SUCCESS,251
2024-01-15 03:07:28.651136,192.168.1.20,10.0.200.4,53,UDP,536,SUCCESS,21
2024-01-15 03:11:24.283588,192.168.1.3,10.0.11.11,8443,TCP,1475,FAILED,181
2024-01-15 03:13:22.524770,192.168.1.43,10.0.55.17,8443,TCP,320,SUCCESS,97
2024-01-15 03:14:12.254396,192.168.1.11,10.0.3.200,8443,TCP,437,FAILED,331
2024-01-15 03:14:58.307061,192.168.1.7,10.0.7.88,3389,TCP,232,SUCCESS,124
2024-01-15 03:35:47.656518,192.168.1.23,10.0.11.11,3389,TCP,2396,SUCCESS,51
2024-01-15 03:36:22.351872,192.168.1.33,10.0.88.5,8443,TCP,1848,SUCCESS,261
2024-01-15 03:39:51.255666,192.168.1.22,10.0.31.60,8080,TCP,1470,SUCCESS,1
2024-01-15 03:40:46.265226,192.168.1.35,10.0.7.88,80,TCP,1319,SUCCESS,273
2024-01-15 03:44:06.207140,192.168.1.16,10.0.120.9,22,TCP,501,SUCCESS,310
2024-01-15 03:44:11.632098,192.168.1.22,10.0.44.1,3389,TCP,5166,SUCCESS,17
2024-01-15 03:44:13.335697,192.168.1.13,10.0.7.88,8443,TCP,1383,SUCCESS,274
2024-01-15 03:51:51.670591,192.168.1.18,10.0.7.88,587,TCP,219,SUCCESS,11
2024-01-15 03:52:28.965805,192.168.1.40,10.0.11.11,22,TCP,1174,SUCCESS,22
2024-01-15 03:55:06.426844,192.168.1.23,10.0.120.9,3389,TCP,2473,SUCCESS,203
2024-01-15 03:55:32.070596,192.168.1.35,10.0.77.150,993,TCP,555,SUCCESS,21
2024-01-15 03:58:13.442200,192.168.1.12,10.0.31.60,53,UDP,1422,FAILED,49
2024-01-15 04:04:38.940074,192.168.1.19,10.0.55.17,53,UDP,470,SUCCESS,228
2024-01-15 04:11:56.867758,192.168.1.2,10.0.14.22,21,TCP,1015,SUCCESS,267
2024-01-15 04:14:38.343982,192.168.1.42,10.0.11.11,80,TCP,4691,SUCCESS,81
2024-01-15 04:17:55.005549,192.168.1.25,10.0.44.1,5432,TCP,1162,SUCCESS,251
2024-01-15 04:18:13.949817,192.168.1.14,10.0.44.1,3389,TCP,2409,SUCCESS,164
2024-01-15 04:19:34.258457,192.168.1.45,10.0.120.9,5432,TCP,7085,SUCCESS,126
2024-01-15 04:19:51.173008,192.168.1.30,10.0.44.1,80,TCP,315,SUCCESS,142
2024-01-15 04:25:12.516664,192.168.1.38,10.0.11.11,80,TCP,453,SUCCESS,114
2024-01-15 04:25:13.606802,192.168.1.25,10.0.77.150,993,TCP,1761,SUCCESS,30
2024-01-15 04:26:09.009514,192.168.1.2,10.0.44.1,8080,TCP,3239,SUCCESS,53
2024-01-15 04:27:00.251126,192.168.1.49,10.0.55.17,587,TCP,1760,SUCCESS,397
2024-01-15 04:30:40.226389,192.168.1.48,10.0.3.200,587,TCP,1657,SUCCESS,100
2024-01-15 04:30:55.627236,192.168.1.41,10.0.31.60,8080,TCP,858,SUCCESS,36
2024-01-15 04:32:46.076315,192.168.1.39,10.0.55.17,3306,TCP,349,SUCCESS,162
2024-01-15 04:34:32.415238,192.168.1.46,10.0.11.11,8443,TCP,1110,SUCCESS,103
2024-01-15 04:36:40.586303,192.168.1.5,10.0.99.33,8443,TCP,1542,SUCCESS,119
2024-01-15 04:36:55.853697,192.168.1.20,10.0.44.1,5432,TCP,413,SUCCESS,47
2024-01-15 04:39:16.940245,192.168.1.30,10.0.99.33,3306,TCP,2873,SUCCESS,128
2024-01-15 04:40:03.279837,192.168.1.36,10.0.31.60,8080,TCP,1776,SUCCESS,369
2024-01-15 04:41:38.219324,192.168.1.46,10.0.55.17,443,TCP,1358,SUCCESS,330
2024-01-15 04:45:56.140474,192.168.1.25,10.0.99.33,80,TCP,1278,SUCCESS,553
2024-01-15 04:46:39.629407,192.168.1.32,10.0.77.150,21,TCP,1019,SUCCESS,230
2024-01-15 04:47:53.312368,192.168.1.47,10.0.3.200,3306,TCP,3145,SUCCESS,41
2024-01-15 04:51:37.586036,192.168.1.7,10.0.44.1,21,TCP,2050,SUCCESS,39
2024-01-15 04:53:29.133333,192.168.1.40,10.0.11.11,5432,TCP,877,SUCCESS,1
2024-01-15 04:53:34.896598,192.168.1.6,10.0.3.200,22,TCP,241,SUCCESS,45
2024-01-15 04:54:24.677030,192.168.1.29,10.0.3.200,993,TCP,2239,SUCCESS,316
2024-01-15 04:55:02.892052,192.168.1.8,10.0.99.33,22,TCP,375,SUCCESS,338
2024-01-15 04:57:07.198785,192.168.1.16,10.0.77.150,53,UDP,516,SUCCESS,33
2024-01-15 04:57:28.677752,192.168.1.34,10.0.99.33,80,TCP,465,SUCCESS,2
2024-01-15 05:01:13.368062,192.168.1.10,10.0.55.17,22,TCP,865,SUCCESS,4
2024-01-15 05:02:43.856524,192.168.1.4,10.0.200.4,53,UDP,4634,SUCCESS,83
2024-01-15 05:03:36.829096,192.168.1.48,10.0.88.5,3389,TCP,1974,SUCCESS,282
2024-01-15 05:06:51.802006,192.168.1.14,10.0.99.33,993,TCP,11099,SUCCESS,40
2024-01-15 05:07:06.425624,192.168.1.49,10.0.44.1,25,TCP,5356,SUCCESS,73
2024-01-15 05:07:14.361185,192.168.1.13,10.0.7.88,443,TCP,2379,SUCCESS,12
2024-01-15 05:07:15.798234,192.168.1.37,10.0.14.22,8080,TCP,1147,SUCCESS,93
2024-01-15 05:07:34.606175,192.168.1.49,10.0.99.33,443,TCP,260,SUCCESS,232
2024-01-15 05:09:06.217225,192.168.1.37,10.0.120.9,443,TCP,745,SUCCESS,102
2024-01-15 05:10:45.989557,192.168.1.1,10.0.11.11,5432,TCP,262,SUCCESS,5
2024-01-15 05:11:27.803125,192.168.1.16,10.0.11.11,8443,TCP,2745,SUCCESS,160
2024-01-15 05:12:39.690703,192.168.1.43,10.0.88.5,22,TCP,1452,SUCCESS,8
2024-01-15 05:12:43.631461,192.168.1.17,10.0.7.88,53,UDP,570,SUCCESS,150
2024-01-15 05:14:34.257770,192.168.1.45,10.0.120.9,587,TCP,2163,SUCCESS,10
2024-01-15 05:16:58.795332,192.168.1.7,10.0.55.17,53,UDP,5610,SUCCESS,120
2024-01-15 05:17:50.471277,192.168.1.38,10.0.44.1,53,UDP,942,SUCCESS,389
2024-01-15 05:21:06.517899,192.168.1.30,10.0.120.9,53,UDP,1709,SUCCESS,77
2024-01-15 05:22:08.022628,192.168.1.39,10.0.31.60,993,TCP,169,SUCCESS,107
2024-01-15 05:22:44.361495,192.168.1.2,10.0.99.33,8080,TCP,682,SUCCESS,95
2024-01-15 05:24:02.546792,192.168.1.5,10.0.31.60,587,TCP,1175,SUCCESS,338
2024-01-15 05:26:53.428379,192.168.1.2,10.0.88.5,53,UDP,3079,SUCCESS,34
2024-01-15 05:27:02.887201,192.168.1.49,10.0.99.33,25,TCP,2606,SUCCESS,22
2024-01-15 05:27:16.917570,192.168.1.22,10.0.44.1,53,UDP,51675,SUCCESS,125
2024-01-15 05:27:42.114399,192.168.1.4,10.0.120.9,8443,TCP,1835,SUCCESS,192
2024-01-15 05:29:03.114914,192.168.1.47,10.0.31.60,3389,TCP,393,SUCCESS,68
2024-01-15 05:32:17.422463,192.168.1.31,10.0.99.33,8443,TCP,977,SUCCESS,394
2024-01-15 05:32:21.908573,192.168.1.23,10.0.55.17,587,TCP,2103,SUCCESS,49
2024-01-15 05:33:07.172084,192.168.1.11,10.0.14.22,8443,TCP,588,SUCCESS,46
2024-01-15 05:33:12.502638,192.168.1.23,10.0.44.1,993,TCP,540,SUCCESS,14
2024-01-15 05:34:26.631191,192.168.1.31,10.0.99.33,3306,TCP,410,SUCCESS,8
2024-01-15 05:35:32.908629,192.168.1.21,10.0.55.17,443,TCP,1817,SUCCESS,63
2024-01-15 05:37:06.306069,192.168.1.34,10.0.44.1,3306,TCP,318,SUCCESS,94
2024-01-15 05:38:08.106382,192.168.1.30,10.0.11.11,22,TCP,1321,SUCCESS,37
2024-01-15 05:39:41.476826,192.168.1.5,10.0.200.4,587,TCP,571,SUCCESS,121
2024-01-15 05:39:46.799125,192.168.1.6,10.0.77.150,8443,TCP,1833,SUCCESS,293
2024-01-15 05:41:30.433759,192.168.1.20,10.0.77.150,25,TCP,3892,SUCCESS,1
2024-01-15 05:42:04.261501,192.168.1.18,10.0.200.4,80,TCP,310,SUCCESS,371
2024-01-15 05:42:54.052938,192.168.1.5,10.0.31.60,993,TCP,536,SUCCESS,117
2024-01-15 05:44:01.663094,192.168.1.42,10.0.120.9,25,TCP,496,SUCCESS,3
2024-01-15 05:45:29.392753,192.168.1.45,10.0.99.33,587,TCP,9155,SUCCESS,65
2024-01-15 05:46:40.050790,192.168.1.11,10.0.120.9,443,TCP,684,SUCCESS,16
2024-01-15 05:49:54.927427,192.168.1.17,10.0.88.5,3306,TCP,2846,FAILED,264
2024-01-15 05:50:58.472257,192.168.1.32,10.0.88.5,8443,TCP,144,SUCCESS,190
2024-01-15 05:55:43.993806,192.168.1.37,10.0.77.150,8443,TCP,3258,SUCCESS,88
2024-01-15 05:57:03.159217,192.168.1.45,10.0.3.200,21,TCP,64,SUCCESS,22
2024-01-15 05:57:26.228170,192.168.1.3,10.0.14.22,21,TCP,506,SUCCESS,103
2024-01-15 05:57:55.791515,192.168.1.17,10.0.99.33,443,TCP,1740,SUCCESS,123
2024-01-15 05:58:50.599119,192.168.1.35,10.0.14.22,8443,TCP,1835,SUCCESS,242
2024-01-15 06:00:50.107158,192.168.1.35,10.0.88.5,3306,TCP,1236,SUCCESS,31
2024-01-15 06:01:43.929993,192.168.1.41,10.0.31.60,3389,TCP,447,SUCCESS,95
2024-01-15 06:01:44.210098,192.168.1.21,10.0.14.22,53,UDP,1804,SUCCESS,142
2024-01-15 06:02:00.112312,192.168.1.24,10.0.11.11,22,TCP,4246,SUCCESS,221
2024-01-15 06:03:08.636464,192.168.1.48,10.0.44.1,5432,TCP,1582,SUCCESS,24
2024-01-15 06:03:15.134707,192.168.1.34,10.0.7.88,25,TCP,3491,SUCCESS,188
2024-01-15 06:03:47.581348,192.168.1.30,10.0.11.11,53,UDP,5172,SUCCESS,88
2024-01-15 06:03:48.808937,192.168.1.29,10.0.7.88,5432,TCP,428,SUCCESS,50
2024-01-15 06:04:06.314690,192.168.1.41,10.0.77.150,53,UDP,1372,SUCCESS,9
2024-01-15 06:04:25.902841,192.168.1.23,10.0.31.60,53,UDP,648,SUCCESS,9
2024-01-15 06:05:07.311686,192.168.1.28,10.0.88.5,993,TCP,645,SUCCESS,55
2024-01-15 06:05:28.776792,192.168.1.44,10.0.31.60,25,TCP,895,SUCCESS,67
2024-01-15 06:05:42.309021,192.168.1.28,10.0.7.88,587,TCP,980,SUCCESS,196
2024-01-15 06:05:57.042462,192.168.1.45,10.0.88.5,587,TCP,1135,SUCCESS,192
2024-01-15 06:06:28.662587,192.168.1.46,10.0.99.33,443,TCP,496,SUCCESS,11
2024-01-15 06:06:35.734852,192.168.1.2,10.0.3.200,80,TCP,138,SUCCESS,120
2024-01-15 06:06:58.033731,192.168.1.16,10.0.200.4,22,TCP,8610,SUCCESS,251
2024-01-15 06:07:00.033372,192.168.1.3,10.0.14.22,53,UDP,1231,SUCCESS,229
2024-01-15 06:07:51.647624,192.168.1.19,10.0.99.33,993,TCP,1083,SUCCESS,7
2024-01-15 06:08:11.430041,192.168.1.5,10.0.120.9,3389,TCP,660,SUCCESS,207
2024-01-15 06:08:35.223792,192.168.1.30,10.0.77.150,53,UDP,488,SUCCESS,25
2024-01-15 06:08:40.711087,192.168.1.13,10.0.31.60,5432,TCP,1401,SUCCESS,9
2024-01-15 06:08:54.943506,192.168.1.35,10.0.99.33,8080,TCP,257,SUCCESS,201
2024-01-15 06:09:14.296048,192.168.1.46,10.0.120.9,5432,TCP,1657,SUCCESS,115
2024-01-15 06:09:20.087652,192.168.1.49,10.0.31.60,80,TCP,463,SUCCESS,164
2024-01-15 06:09:30.161390,192.168.1.36,10.0.14.22,5432,TCP,2907,SUCCESS,51
2024-01-15 06:11:52.149170,192.168.1.8,10.0.200.4,21,TCP,1491,SUCCESS,195
2024-01-15 06:12:45.859700,192.168.1.43,10.0.99.33,21,TCP,1497,SUCCESS,91
2024-01-15 06:13:02.170865,192.168.1.29,10.0.55.17,8080,TCP,3160,SUCCESS,59
2024-01-15 06:13:08.416340,192.168.1.13,10.0.31.60,53,UDP,3566,SUCCESS,523
2024-01-15 06:13:28.922374,192.168.1.8,10.0.99.33,443,TCP,946,SUCCESS,14
2024-01-15 06:13:42.576868,192.168.1.22,10.0.99.33,8443,TCP,1358,SUCCESS,304
2024-01-15 06:13:58.795245,192.168.1.10,10.0.31.60,80,TCP,199,SUCCESS,73
2024-01-15 06:14:36.848030,192.168.1.9,10.0.31.60,21,TCP,5589,SUCCESS,237
2024-01-15 06:15:52.396652,192.168.1.41,10.0.31.60,587,TCP,2696,SUCCESS,159
2024-01-15 06:15:54.082006,192.168.1.40,10.0.11.11,8443,TCP,479,SUCCESS,105
2024-01-15 06:16:19.570237,192.168.1.43,10.0.44.1,3306,TCP,388,SUCCESS,40
2024-01-15 06:16:33.173187,192.168.1.8,10.0.99.33,443,TCP,837,SUCCESS,86
2024-01-15 06:16:41.363661,192.168.1.38,10.0.44.1,587,TCP,4045,SUCCESS,46
2024-01-15 06:16:57.786143,192.168.1.30,10.0.88.5,587,TCP,2564,SUCCESS,143
